neuron,category,formula,threshold
413,(((scene OR object-X OR object OR object OR object OR scene OR scene) AND NOT scene) OR scene OR scene),(((mosque-outdoor-s OR tennis court-X OR court OR tower OR lighthouse OR church-outdoor-s OR kasbah-s) AND NOT castle-s) OR cathedral-outdoor-s OR throne room-s),4.7
414,(((scene OR scene OR object-X OR scene OR scene OR scene) CLOSE TO (object-X OR object-X)) OR object-X OR scene),(((auditorium-s OR movie theater-indoor-s OR computer-X OR conference center-s OR lecture room-s OR witness stand-s) CLOSE TO (wall-X OR silver screen-X)) OR silver screen-X OR theater-indoor procenium-s),4.2
415,((scene OR scene OR object OR object OR scene OR part-X OR scene) AND NOT scene),((pagoda-s OR parking garage-outdoor-s OR autobus OR stairway OR military hut-s OR riser-X OR control tower-outdoor-s) AND NOT street-s),4.0
416,((((object-X OR object-X OR object-X OR object-X OR scene) AND NOT scene) OR scene) CLOSE TO (object-X OR scene OR object-X)),((((sand-X OR palm-X OR semidesert ground-X OR pillar-X OR earth fissure-s) AND NOT desert-sand-s) OR oasis-s) CLOSE TO (sky-X OR cloister-indoor-s OR acropolis-X)),4.6
417,(object-X OR scene OR scene OR scene OR scene OR scene OR scene OR object-X OR scene OR scene),(case-X OR classroom-s OR food court-s OR cafeteria-s OR fastfood restaurant-s OR beer garden-s OR lecture room-s OR pier-X OR restaurant patio-s OR bakery-kitchen-s),4.0
418,((((((object-X OR object-X OR object OR object OR object) AND NOT part-X) OR object-X) AND NOT object-X) OR object) AND NOT part),((((((sofa-X OR cushion-X OR cradle OR fireplace OR pillow) AND NOT back-X) OR television-X) AND NOT pool table-X) OR eiderdown) AND NOT arm),7.5
419,((((object-X AND NOT part-X) CLOSE (object-X OR object-X)) OR part-X OR object-X) CLOSE TO ((object AND NOT part-X) OR object-X OR object-X)),((((toilet-X AND NOT water tank-X) CLOSE (wall-X OR curtain-X)) OR water tank-X OR sink-X) CLOSE TO ((toilet AND NOT lid-X) OR curtain-X OR towel-X)),5.9
420,((((((scene CLOSE object-X) OR scene OR object-X OR scene) CLOSE TO object & color-X) OR object) AND NOT object-X) OR object),((((((kitchen-s CLOSE stove-X) OR closet-s OR cradle-X OR pantry-s) CLOSE TO wall & brown-c-X) OR microwave) AND NOT work surface-X) OR pantry),6.3
421,(((((((object-X OR scene OR object-X) WITH color-X) OR part) AND NOT scene) OR scene OR scene) AND NOT object-X) OR scene),(((((((seat-X OR cockpit-s OR silver screen-X) WITH black-c-X) OR monitor) AND NOT dinette-vehicle-s) OR car interior-backseat-s OR airplane cabin-s) AND NOT table-X) OR conference center-s),5.2
422,(scene OR scene OR object-X OR scene OR scene OR object-X OR scene OR scene OR scene OR scene),(forest path-s OR crevasse-s OR dirt track-X OR hot spring-s OR mine-s OR trench-X OR mountain path-s OR cavern-indoor-s OR flight of stairs-natural-s OR excavation-s),4.6
423,((object-X OR scene OR scene OR object-X OR scene OR object-X OR scene OR object-X) CLOSE TO (object-X OR object)),((runway-X OR landing deck-s OR heliport-s OR inflatable bounce game-X OR sandbar-s OR plane-X OR slum-s OR person-X) CLOSE TO (sky-X OR sea)),3.8
424,(object-X OR object-X OR object-X OR scene OR scene OR object-X OR scene OR scene OR scene OR scene),(windmill-X OR sculpture-X OR horse-X OR boxing ring-s OR podium-indoor-s OR animal-X OR fire station-s OR topiary garden-s OR cavern-indoor-s OR nuclear power plant-outdoor-s),3.0
425,((object-X OR scene OR object-X OR scene OR scene OR part) AND NOT object-X),((cradle-X OR cubicle-office-s OR computer-X OR manufactured home-s OR call center-s OR screen) AND NOT painting-X),4.8
426,((scene OR scene OR scene OR object OR material OR object-X OR object) AND NOT object-X),((bakery-shop-s OR bullring-s OR throne room-s OR carousel OR food OR patty-X OR chandelier) AND NOT pedestal-X),4.1
427,((object-X OR object-X OR scene OR object-X OR scene OR object OR object-X OR object-X OR object) AND NOT scene),((aircraft carrier-X OR helicopter-X OR rope bridge-s OR shirt-X OR batters box-s OR lighthouse OR jacket-X OR ship-X OR tower) AND NOT skyscraper-s),4.1
428,(((scene CLOSE TO object & color) OR scene OR scene OR part-X OR object-X OR scene) AND NOT (object OR object-X)),(((highway-s CLOSE TO road & blue-c) OR manhole-s OR crevasse-s OR water tank-X OR manhole-X OR moat-water-s) AND NOT (water OR ice-X)),3.6
429,((((object-X AND object-X) OR object-X OR object OR scene OR part-X) AND NOT (scene OR scene OR part-X)) OR object),((((bed-X AND wall-X) OR pillow-X OR tent OR crevasse-s OR headboard-X) AND NOT (youth hostel-s OR childs room-s OR footboard-X)) OR pillow),4.3
430,((scene OR scene OR scene OR scene OR scene OR scene) CLOSE (((object-X OR object) AND NOT object-X) OR object)),((playroom-s OR kindergarden classroom-s OR day care center-s OR classroom-s OR courtroom-s OR witness stand-s) CLOSE (((floor-X OR pedestal) AND NOT desk-X) OR table)),5.1
431,((object-X OR scene OR object-X OR scene OR scene OR scene OR scene) CLOSE TO (color-X OR object-X OR object)),((signboard-X OR operating room-s OR computer-X OR hospital room-s OR dentists office-s OR clean room-s OR airport ticket counter-s) CLOSE TO (blue-c-X OR stretcher-X OR shelf)),4.8
432,((((scene OR scene OR scene) CLOSE (object OR object-X)) OR scene) CLOSE TO ((object AND NOT object) OR object-X OR object-X)),((((attic-s OR covered bridge-interior-s OR cloister-indoor-s) CLOSE (ceiling OR beam-X)) OR cavern-indoor-s) CLOSE TO ((wall AND NOT ceiling) OR beam-X OR pillar-X)),4.4
433,(object-X OR scene OR scene OR object-X OR scene OR scene OR scene OR object-X OR object-X OR scene),(case-X OR restaurant patio-s OR casino-indoor-s OR umbrella-X OR food court-s OR banquet hall-s OR restaurant-s OR carousel-X OR patty-X OR bazaar-outdoor-s),4.5
434,(object-X OR object-X OR object OR object-X OR object-X),(runway-X OR plane-X OR washer OR bowling alley-X OR helicopter-X),4.6
435,((scene OR object-X OR scene OR object OR scene OR scene OR scene) AND NOT scene),((childs room-s OR flower-X OR formal garden-s OR plaything OR florist shop-indoor-s OR catwalk-s OR hat shop-s) AND NOT bedroom-s),4.7
436,((object-X OR scene OR scene OR scene OR scene OR object) CLOSE TO ((object-X AND NOT (object OR object)) OR part-X)),((pool table-X OR beauty salon-s OR television studio-s OR ballroom-s OR gymnasium-indoor-s OR swivel chair) CLOSE TO ((floor-X AND NOT (floor OR swivel chair)) OR back-X)),4.7
437,(((scene OR object-X) AND NOT object) OR scene OR object-X),(((cockpit-s OR plane-X) AND NOT seat) OR airplane cabin-s OR helicopter-X),4.7
438,(((scene OR scene OR object-X OR object OR scene OR scene OR object OR scene) CLOSE color-X) AND color-X),(((home theater-s OR movie theater-indoor-s OR stalls-X OR land OR elevator shaft-s OR cavern-indoor-s OR stage OR wine cellar-barrel storage-s) CLOSE black-c-X) AND black-c-X),4.0
439,(part-X OR scene OR scene OR scene OR scene OR object-X OR scene OR object-X OR object-X OR object-X),(shop window-X OR bakery-shop-s OR bank vault-s OR shopfront-s OR bakery-kitchen-s OR shop-X OR liquor store-outdoor-s OR display window-X OR pane of glass-X OR trade name-X),3.9
440,((((((object CLOSE (object OR part)) AND object-X) OR object-X) WITH color-X) OR scene OR object-X OR object-X) AND NOT scene),((((((sky CLOSE (road OR clouds)) AND sky-X) OR aquarium-X) WITH blue-c-X) OR forest road-s OR windmill-X OR fish-X) AND NOT access road-s),3.5
441,((scene OR scene OR scene OR object-X OR scene OR scene OR object-X OR scene OR scene) CLOSE object-X),((warehouse-indoor-s OR auto factory-s OR hangar-indoor-s OR autobus-X OR booth-indoor-s OR auto mechanics-indoor-s OR ice rink-X OR basketball court-indoor-s OR television studio-s) CLOSE ceiling-X),4.2
442,(((((object-X CLOSE TO (object-X AND NOT object-X)) AND scene) AND NOT part-X) OR object) CLOSE TO ((color-X OR color-X OR object-X) AND NOT object-X)),(((((bed-X CLOSE TO (wall-X AND NOT bed-X)) AND bedroom-s) AND NOT footboard-X) OR pillow) CLOSE TO ((brown-c-X OR red-c-X OR wardrobe-X) AND NOT wall-X)),5.5
443,((((((object-X OR object-X) CLOSE TO (scene OR scene)) OR object-X OR part-X OR object-X) AND NOT part-X) OR part) AND NOT object),((((((chair-X OR table-X) CLOSE TO (dining room-s OR dinette-home-s)) OR water tower-X OR back pillow-X OR elevator door-X) AND NOT arm-X) OR seat cushion) AND NOT armchair),4.6
444,(((object AND NOT (scene OR scene OR object)) OR object-X) CLOSE (object OR object)),(((car AND NOT (auto factory-s OR junkyard-s OR building)) OR parking-X) CLOSE (car OR van)),5.8
445,(object-X OR object OR object OR object-X OR object),(pool table-X OR arcade machine OR slot machine OR table tennis-X OR table football),5.4
446,(((((object-X OR part-X OR scene OR scene) CLOSE TO object) AND object-X) OR object-X) CLOSE TO (object-X AND NOT (color OR part-X))),(((((car-X OR shop window-X OR shopfront-s OR liquor store-outdoor-s) CLOSE TO building) AND building-X) OR trade name-X) CLOSE TO (building-X AND NOT (grey-c OR shop window-X))),6.3
447,(((object WITH object-X) OR scene OR scene) AND NOT (scene OR object-X OR object-X)),(((car WITH building-X) OR harbor-s OR call center-s) AND NOT (junkyard-s OR desk-X OR table-X)),4.7
448,(((object-X CLOSE TO (((object OR scene) AND NOT object-X) OR scene)) OR object OR part-X) AND NOT scene),(((tree-X CLOSE TO (((car OR park-s) AND NOT building-X) OR orchard-s)) OR waterfall OR windshield-X) AND NOT waterfall-block-s),4.0
449,(scene OR object-X OR scene OR object-X OR scene OR object-X OR scene OR scene OR scene OR scene),(youth hostel-s OR bridge-X OR canal-urban-s OR pier-X OR canal-natural-s OR footbridge-X OR rope bridge-s OR kennel-indoor-s OR moat-water-s OR drainage ditch-s),4.8
450,(((scene OR object-X OR scene OR scene OR scene OR object OR scene OR scene) AND NOT object) OR object-X),(((windmill-s OR helicopter-X OR volleyball court-outdoor-s OR boxing ring-s OR badminton court-outdoor-s OR plane OR heliport-s OR wrestling ring-indoor-s) AND NOT mountain) OR windmill-X),3.9
451,((((object AND color-X) OR scene OR object-X OR scene OR scene OR scene) AND NOT object) OR scene OR scene),((((tree AND brown-c-X) OR ski resort-s OR snow-X OR marsh-s OR wheat field-s OR moor-s) AND NOT snow) OR lean-to-s OR savanna-s),4.3
452,(((scene OR object-X OR object-X) CLOSE (color-X OR color-X)) OR object-X OR object-X),(((crevasse-s OR ice-X OR iceberg-X) CLOSE (blue-c-X OR grey-c-X)) OR water tower-X OR chimney-X),4.2
453,((((object OR object) AND NOT object) OR part-X) AND NOT object),((((car OR van) AND NOT road) OR windshield-X) AND NOT truck),6.1
454,(((object-X OR scene) CLOSE TO (scene OR scene OR scene OR scene OR part-X OR scene OR scene)) OR object-X),(((tree-X OR throne room-s) CLOSE TO (forest-needleleaf-s OR forest path-s OR throne room-s OR ski slope-s OR trunk-X OR campsite-s OR forest road-s)) OR lockers-X),3.9
455,(((((object-X AND scene) OR scene OR scene OR part-X) CLOSE TO (object AND NOT (object-X OR object-X))) OR object) AND NOT part-X),(((((car-X AND street-s) OR pagoda-s OR crosswalk-s OR crosswalk-X) CLOSE TO (building AND NOT (sky-X OR road-X))) OR temple) AND NOT roof-X),5.1
456,((((((object-X OR object) CLOSE object-X) OR object) CLOSE TO ((object OR object) AND NOT object-X)) AND NOT scene) CLOSE TO (object OR scene)),((((((stove-X OR work surface) CLOSE wall-X) OR washer) CLOSE TO ((cabinet OR washer) AND NOT work surface-X)) AND NOT galley-s) CLOSE TO (wall OR utility room-s)),6.8
457,((scene OR scene OR object-X OR object-X OR scene OR object-X OR scene OR object-X OR object-X) AND NOT scene),((cloister-indoor-s OR desert-sand-s OR water tower-X OR viaduct-X OR covered bridge-interior-s OR semidesert ground-X OR fairway-s OR windmill-X OR desert-X) AND NOT field-wild-s),4.0
458,(((((((object-X OR object-X OR object-X) CLOSE TO object-X) OR object) AND NOT scene) OR object-X) AND NOT (scene OR color-X)) OR scene),(((((((sea-X OR bridge-X OR lake-X) CLOSE TO sky-X) OR hovel) AND NOT beach-s) OR river-X) AND NOT (river-s OR green-c-X)) OR bayou-s),3.8
459,((object-X OR object-X OR scene OR object-X OR object-X OR object-X OR object-X OR scene) CLOSE TO (object-X OR object-X)),((bridge-X OR aqueduct-X OR desert-sand-s OR dam-X OR viaduct-X OR acropolis-X OR bannister-X OR airport-entrance-s) CLOSE TO (sky-X OR mountain-X)),4.3
460,(((scene OR scene OR scene OR scene OR scene OR object-X OR object-X OR scene) AND NOT object) OR object-X),(((sandbox-s OR campsite-s OR archaelogical excavation-s OR excavation-s OR junkyard-s OR shirt-X OR caravan-X OR bazaar-indoor-s) AND NOT floor) OR rubbish-X),4.1
461,((scene OR object-X OR object-X OR object-X OR object OR scene) AND NOT scene),((pantry-s OR greenhouse-X OR tent-X OR plaything-X OR dome OR greenhouse-indoor-s) AND NOT nursery-s),3.9
462,((((object-X CLOSE color-X) OR object-X OR scene OR object-X) AND NOT scene) OR scene OR scene OR object OR object-X),((((snow-X CLOSE black-c-X) OR ice-X OR ski resort-s OR snow-X) AND NOT mountain snowy-s) OR ice skating rink-outdoor-s OR ski slope-s OR iceberg OR ice rink-X),4.7
463,((((object-X OR object) CLOSE TO (object-X OR object OR object OR object-X)) OR object-X OR scene OR scene) CLOSE TO color-X),((((grass-X OR central reservation) CLOSE TO (road-X OR sidewalk OR path OR runway-X)) OR pitch-X OR batters box-s OR runway-s) CLOSE TO green-c-X),5.1
464,(((part-X OR scene) CLOSE (object-X OR color)) OR object),(((crosswalk-X OR runway-s) CLOSE (road-X OR pink-c)) OR aircraft carrier),5.9
465,((((object-X OR object-X) CLOSE object-X) OR object OR object-X OR object) AND NOT (object-X OR scene OR color-X OR object-X)),((((toilet-X OR canopy-X) CLOSE wall-X) OR tent OR swivel chair-X OR pillow) AND NOT (table-X OR hotel room-s OR orange-c-X OR curtain-X)),6.0
466,(((object CLOSE TO object-X) OR scene OR object-X OR scene OR scene OR object-X OR object-X) CLOSE TO (color-X OR color-X)),(((building CLOSE TO person-X) OR rope bridge-s OR grandstand-X OR movie theater-outdoor-s OR bullring-s OR instrument panel-X OR controls-X) CLOSE TO (grey-c-X OR white-c-X)),3.8
467,(((object-X OR scene OR scene OR scene OR object-X OR scene OR scene) CLOSE TO (color OR object)) OR object-X),(((swimming pool-X OR jacuzzi-indoor-s OR jacuzzi-outdoor-s OR aquatic theater-s OR pool-X OR hot tub-outdoor-s OR hot tub-indoor-s) CLOSE TO (blue-c OR water)) OR swimming pool-X),5.6
468,(scene OR scene OR object-X OR scene OR object-X OR object-X OR scene OR scene OR object OR object),(rope bridge-s OR volleyball court-outdoor-s OR net-X OR boxing ring-s OR tennis court-X OR grille door-X OR wrestling ring-indoor-s OR badminton court-outdoor-s OR grill OR cage),5.0
469,((scene OR object-X OR scene OR scene OR object-X) WITH ((color-X OR color) AND NOT (object-X OR object))),((bowling alley-s OR court-X OR bleachers-indoor-s OR hayfield-s OR tennis court-X) WITH ((brown-c-X OR yellow-c) AND NOT (skittle alley-X OR field))),4.5
470,(((object OR scene OR scene OR scene OR scene OR scene OR scene) CLOSE TO (color OR color)) OR object-X),(((pool table OR auto mechanics-indoor-s OR television studio-s OR catwalk-s OR wrestling ring-indoor-s OR music studio-s OR martial arts gym-s) CLOSE TO (black-c OR green-c)) OR television camera-X),3.6
471,(((scene OR scene OR scene OR scene OR object-X OR scene OR scene OR scene) WITH object-X) OR scene),(((parking garage-indoor-s OR covered bridge-interior-s OR elevator shaft-s OR mine-s OR bell-X OR construction site-s OR archaelogical excavation-s OR cavern-indoor-s) WITH wall-X) OR bakery-kitchen-s),4.1
472,(((object OR object-X) CLOSE TO color) OR object-X OR object-X OR scene OR object OR object-X OR scene OR scene),(((person OR ice-X) CLOSE TO white-c) OR iceberg-X OR fountain-X OR crevasse-s OR dome OR ice-X OR martial arts gym-s OR clean room-s),3.7
473,(((object-X CLOSE (object-X AND NOT object)) OR object OR object-X OR scene) CLOSE TO ((object OR object-X OR scene) AND NOT object)),(((cradle-X CLOSE (wall-X AND NOT cradle)) OR lake OR bookcase-X OR home office-s) CLOSE TO ((cradle OR bed-X OR lake-natural-s) AND NOT lake)),4.7
474,(((object-X OR object-X OR part-X OR object-X) AND NOT object-X) OR scene OR object OR scene OR object-X OR scene),(((cradle-X OR lockers-X OR drawer-X OR file cabinet-X) AND NOT cabinet-X) OR kennel-indoor-s OR railroad train OR fitting room-exterior-s OR cradle-X OR elevator-freight elevator-s),4.5
475,(scene OR scene OR object-X OR scene OR scene OR scene OR scene OR scene OR object OR scene),(hoodoo-s OR cloister-indoor-s OR acropolis-X OR ruin-s OR cavern-indoor-s OR gulch-s OR canyon-s OR badlands-s OR ruins OR catacomb-s),4.3
476,((object-X OR object-X OR object-X OR object OR object-X) CLOSE (object-X OR object-X OR scene OR object-X OR object-X)),((desk-X OR computer-X OR booth-X OR monitoring device OR crt screen-X) CLOSE (computer-X OR swivel chair-X OR cubicle-office-s OR laptop-X OR partition-X)),5.8
477,(((((object-X OR object-X) CLOSE object-X) OR scene OR scene OR scene OR object) CLOSE TO (object-X OR object-X)) AND NOT scene),(((((skyscraper-X OR fountain-X) CLOSE building-X) OR plaza-s OR quadrangle-s OR campus-s OR skyscraper) CLOSE TO (sky-X OR fountain-X)) AND NOT building facade-s),6.9
478,(scene OR scene OR scene OR scene OR object-X OR scene OR scene OR object OR object-X OR object-X),(bus interior-s OR cockpit-s OR airplane cabin-s OR limousine interior-s OR dashboard-X OR car interior-backseat-s OR pilothouse-indoor-s OR bandstand OR steering wheel-X OR windscreen-X),4.4
479,((scene OR scene OR part-X OR part-X OR object OR part) AND NOT scene),((airplane cabin-s OR bus interior-s OR seat cushion-X OR back pillow-X OR escalator OR seat base) AND NOT dining car-s),4.6
480,((((object-X OR object-X) CLOSE object-X) OR scene OR object-X OR scene OR object) CLOSE TO ((object-X OR scene) AND NOT object)),((((mountain-X OR snow-X) CLOSE building-X) OR harbor-s OR autobus-X OR slum-s OR windmill) CLOSE TO ((sky-X OR street-s) AND NOT sky)),4.3
481,(((object AND color-X) CLOSE object-X) OR scene OR scene OR scene OR scene OR scene OR scene OR scene),(((windowpane AND green-c-X) CLOSE windowpane-X) OR herb garden-s OR yard-s OR rope bridge-s OR fishpond-s OR sandbox-s OR lean-to-s OR archaelogical excavation-s),4.3
482,(((object-X OR scene OR scene OR scene OR object OR object-X OR scene) AND NOT (object OR color)) OR scene),(((swivel chair-X OR bullring-s OR auditorium-s OR amphitheater-s OR animal OR silver screen-X OR home theater-s) AND NOT (sofa OR orange-c)) OR bullring-s),4.3
483,((((object OR object OR scene) AND NOT color) OR object-X OR object) AND NOT (scene OR object OR scene OR scene)),((((water OR river OR canal-urban-s) AND NOT blue-c) OR pond-X OR lake) AND NOT (coast-s OR rock OR hot spring-s OR lighthouse-s)),6.7
484,((((scene CLOSE TO object & object) OR part OR object OR scene) CLOSE TO object) OR object OR object OR scene),((((living room-s CLOSE TO sofa & windowpane) OR back pillow OR cushion OR staircase-s) CLOSE TO sofa) OR service station OR chimney OR library-outdoor-s),5.4
485,(((((scene CLOSE object) AND object-X) OR scene OR object) CLOSE TO (((object-X OR object-X) AND NOT object) OR part)) AND NOT object-X),(((((street-s CLOSE sidewalk) AND building-X) OR alley-s OR covered bridge) CLOSE TO (((sky-X OR tree-X) AND NOT tree) OR balcony)) AND NOT car-X),5.0
486,((((scene OR scene OR object-X) CLOSE TO object-X) OR object-X OR scene OR scene OR scene) AND NOT material-X),((((jacuzzi-indoor-s OR art gallery-s OR pool table-X) CLOSE TO wall-X) OR hot tub-X OR jacuzzi-outdoor-s OR jacuzzi-indoor-s OR hot tub-indoor-s) AND NOT carpet-X),4.4
487,((object-X OR scene OR scene OR scene OR object OR scene OR scene OR object-X) AND NOT (scene OR scene)),((grandstand-X OR theater-indoor procenium-s OR auditorium-s OR bullring-s OR bandstand OR stadium-baseball-s OR amphitheater-s OR mezzanine-X) AND NOT (ice skating rink-indoor-s OR stage-indoor-s)),3.7
488,(((object-X OR object-X OR object-X OR object OR scene OR object OR object) AND NOT object) OR object-X),(((tent-X OR canopy-X OR bandstand-X OR big top OR television studio-s OR water tower OR dome) AND NOT curtain) OR canopy-X),4.0
489,(((scene OR object-X OR object-X OR scene OR scene OR scene) WITH color-X) OR object-X OR material-X OR object),(((bakery-shop-s OR fruit-X OR bottle-X OR market-outdoor-s OR ball pit-s OR liquor store-outdoor-s) WITH black-c-X) OR patty-X OR food-X OR ball),4.9
490,(object-X OR object-X OR object-X),(pool table-X OR table tennis-X OR table football-X),5.9
491,((object-X OR scene OR scene OR object-X OR scene OR object OR object-X OR scene OR scene) AND NOT object-X),((autobus-X OR excavation-s OR manufactured home-s OR caravan-X OR chalet-s OR truck OR windmill-X OR harbor-s OR industrial area-s) AND NOT car-X),4.2
492,(scene OR scene OR scene OR scene OR object OR scene OR object-X OR scene OR object-X OR scene),(cloister-indoor-s OR cavern-indoor-s OR covered bridge-interior-s OR mine-s OR hovel OR catacomb-s OR covered bridge-X OR elevator shaft-s OR aircraft carrier-X OR parking garage-indoor-s),3.3
493,(object-X OR scene OR object-X OR object-X OR object-X OR object-X OR object-X OR scene OR scene OR scene),(animal-X OR dolmen-s OR skeleton-X OR sculpture-X OR elephant-X OR cow-X OR water tower-X OR junkyard-s OR natural history museum-s OR hut-s),3.8
494,(scene OR object-X OR object-X OR object OR scene OR object-X OR scene OR scene OR part-X),(gymnasium-indoor-s OR toilet-X OR plane-X OR washer OR marsh-s OR pier-X OR hospital room-s OR control tower-indoor-s OR water tank-X),3.9
495,(((scene OR object OR object-X OR object-X OR scene OR scene OR scene OR part-X) AND NOT scene) OR object-X),(((closet-s OR greenhouse OR cradle-X OR apparel-X OR supermarket-s OR kennel-indoor-s OR shed-s OR drawer-X) AND NOT bedroom-s) OR cradle-X),4.4
496,((scene OR scene OR scene OR scene OR object-X OR object) AND NOT object-X),((auditorium-s OR theater-indoor procenium-s OR conference center-s OR movie theater-indoor-s OR ball-X OR fruit) AND NOT desk-X),4.9
497,(((scene OR scene OR scene OR scene OR scene OR scene OR object) AND NOT object) OR object-X),(((cockpit-s OR bus interior-s OR airplane cabin-s OR subway interior-s OR dining car-s OR runway-s OR bulldozer) AND NOT table) OR windscreen-X),4.4
498,((((scene OR scene OR scene OR scene) CLOSE object) OR scene OR scene) CLOSE TO ((object OR object-X) AND NOT object-X)),((((corridor-s OR warehouse-indoor-s OR cathedral-indoor-s OR hallway-s) CLOSE floor) OR gift shop-s OR workshop-s) CLOSE TO ((wall OR merchandise-X) AND NOT floor-X)),5.1
499,(object-X OR object OR part),(cushion-X OR sofa OR inside arm),6.4
500,(scene OR scene OR scene OR object-X OR scene OR object-X OR object-X OR object OR object-X OR object),(cemetery-s OR ruin-s OR industrial area-s OR lighthouse-X OR nuclear power plant-outdoor-s OR railway-X OR water tower-X OR temple OR chimney-X OR ruins),4.4
501,(((object-X OR object-X OR object-X OR object OR object-X OR object OR object OR scene) AND NOT object-X) OR object-X),(((washer-X OR water tower-X OR windmill-X OR washing machines OR tumble dryer-X OR truck OR railroad train OR field-cultivated-s) AND NOT grass-X) OR windmill-X),4.7
502,(((object-X OR object OR object-X OR object OR object OR object OR object) AND NOT scene) OR object),(((book-X OR bookcase OR shirt-X OR apparel OR videos OR jacket OR trouser) AND NOT bedroom-s) OR bookcase),4.5
503,((((object-X OR object) CLOSE object-X) OR scene OR object-X OR object-X) CLOSE TO ((object OR object-X) AND NOT (object-X OR object-X))),((((stove-X OR work surface) CLOSE wall-X) OR hot spring-s OR sink-X OR countertop-X) CLOSE TO ((cabinet OR water-X) AND NOT (work surface-X OR countertop-X))),5.6
504,((object-X OR object-X OR object-X OR object-X OR object OR scene OR scene OR scene OR scene) AND NOT object),((rock-X OR waterfall-X OR rubbish-X OR elephant-X OR animal OR catwalk-s OR mountain path-s OR podium-indoor-s OR creek-s) AND NOT tree),3.8
505,(scene OR object-X OR scene OR scene OR scene OR scene),(bullring-s OR hot tub-X OR sandbox-s OR hot tub-indoor-s OR amphitheater-s OR cheese factory-s),4.4
506,(((scene OR scene OR scene OR object-X OR scene OR scene OR object-X) AND NOT object-X) OR scene OR scene),(((bow window-outdoor-s OR gazebo-exterior-s OR shopfront-s OR stage-X OR balcony-exterior-s OR cabana-s OR trade name-X) AND NOT house-X) OR doorway-outdoor-s OR stage-indoor-s),3.8
507,((((((object AND color-X) WITH color-X) WITH object-X) OR scene OR scene) AND object-X) AND NOT (scene OR scene)),((((((building AND brown-c-X) WITH green-c-X) WITH sky-X) OR church-outdoor-s OR kasbah-s) AND building-X) AND NOT (house-s OR tower-s)),4.4
508,((object-X OR object OR object OR object-X OR scene OR object OR object OR object OR object-X) AND NOT object-X),((computer-X OR television OR stove OR microwave-X OR music studio-s OR crt screen OR oven OR autobus OR monitoring device-X) AND NOT work surface-X),6.5
509,(scene OR scene OR object-X OR scene OR object-X OR object-X OR object OR object-X OR scene OR scene),(medina-s OR slum-s OR rubbish-X OR junkyard-s OR rubble-X OR steam shovel-X OR bell OR shanties-X OR mine-s OR catacomb-s),3.6
510,(object-X OR scene OR object-X OR object OR object OR scene OR scene OR scene OR scene OR scene),(dam-X OR waterfall-block-s OR greenhouse-X OR dome OR tank OR industrial area-s OR kennel-outdoor-s OR herb garden-s OR dam-s OR observatory-outdoor-s),4.1
511,(((((object CLOSE TO object-X) WITH object-X) CLOSE TO color-X) OR scene OR scene OR scene OR scene) CLOSE TO (color-X OR object-X)),(((((building CLOSE TO road-X) WITH tree-X) CLOSE TO green-c-X) OR auto showroom-s OR hospital-s OR office building-s OR student residence-s) CLOSE TO (grey-c-X OR plant-X)),5.1
