neuron,category,formula,threshold
437,((((object-X OR object-X OR object-X OR object-X) AND NOT color-X) OR object) AND NOT (object-X OR object-X OR scene)),((((plane-X OR controls-X OR instrument panel-X OR helicopter-X) AND NOT orange-c-X) OR pillow) AND NOT (seat-X OR cushion-X OR airplane cabin-s)),4.7
438,(((color-X OR object-X) AND NOT object-X) CLOSE TO (((object-X OR scene OR scene OR object-X) AND NOT object) OR scene OR object)),(((black-c-X OR silver screen-X) AND NOT person-X) CLOSE TO (((seat-X OR forest-broadleaf-s OR home theater-s OR stalls-X) AND NOT seat) OR wine cellar-barrel storage-s OR sand)),4.0
439,((part-X OR object-X OR scene OR part-X OR object OR object-X OR object-X OR object-X) WITH (color-X OR object)),((shop window-X OR case-X OR bank vault-s OR entrance-X OR revolving door OR display window-X OR pane of glass-X OR gate-X) WITH (black-c-X OR building)),3.9
440,(((((object CLOSE object-X) AND object-X) AND NOT color-X) OR part OR object-X OR object-X OR object-X OR object-X) AND NOT scene),(((((sky CLOSE road-X) AND sky-X) AND NOT white-c-X) OR clouds OR plane-X OR aquarium-X OR windmill-X OR fish-X) AND NOT access road-s),3.5
441,((((scene OR scene OR scene OR scene OR object-X OR scene) AND NOT object-X) OR scene OR scene) CLOSE object-X),((((warehouse-indoor-s OR auto factory-s OR hangar-indoor-s OR booth-indoor-s OR autobus-X OR auto mechanics-indoor-s) AND NOT ceiling-X) OR basketball court-indoor-s OR television studio-s) CLOSE ceiling-X),4.2
442,((((object-X CLOSE TO part) OR object OR object OR part-X) CLOSE TO (object AND NOT (part-X OR part-X OR color-X))) WITH color-X),((((bed-X CLOSE TO headboard) OR pillow OR cushion OR drawer-X) CLOSE TO (bed AND NOT (headboard-X OR footboard-X OR orange-c-X))) WITH brown-c-X),5.5
443,((((object-X AND scene) OR object-X OR part-X OR part OR object-X OR object-X OR object) AND NOT object) OR object-X),((((table-X AND dining room-s) OR water tower-X OR back pillow-X OR seat cushion OR elevator door-X OR clock-X OR cradle) AND NOT armchair) OR bandstand-X),4.6
444,object,car,5.8
445,((object-X OR object OR object-X OR object OR part OR object) AND NOT scene),((pool table-X OR arcade machine OR table tennis-X OR slot machine OR screen OR table football) AND NOT computer room-s),5.4
446,(((object-X AND object-X) OR part-X OR object-X OR object-X OR part-X) CLOSE TO (((object AND NOT part-X) OR object-X) AND NOT color)),(((car-X AND building-X) OR shop window-X OR ad-X OR trade name-X OR entrance-X) CLOSE TO (((building AND NOT shop window-X) OR car-X) AND NOT black-c)),6.3
447,((object OR object-X OR object-X) CLOSE TO (((object-X OR scene OR scene OR scene) AND NOT (color OR object)) OR object-X)),((car OR boat-X OR runway-X) CLOSE TO (((building-X OR harbor-s OR highway-s OR parking lot-s) AND NOT (black-c OR car)) OR truck-X)),4.7
448,(((object-X CLOSE TO ((object OR scene OR scene) AND NOT (object-X OR object-X))) OR object OR part-X) AND NOT scene),(((tree-X CLOSE TO ((car OR park-s OR orchard-s) AND NOT (tree-X OR building-X))) OR waterfall OR windshield-X) AND NOT waterfall-block-s),4.0
449,(((((object OR scene) CLOSE TO (object AND NOT object-X)) OR object-X OR object-X) AND NOT part) OR object OR object-X OR object),(((((bed OR youth hostel-s) CLOSE TO (floor AND NOT bed-X)) OR pier-X OR footbridge-X) AND NOT footboard) OR bridge OR covered bridge-X OR ring),4.8
450,(((object-X OR object-X OR object-X OR object OR object-X OR object-X) AND NOT object) OR object-X),(((windmill-X OR helicopter-X OR net-X OR plane OR fan-X OR ring-X) AND NOT building) OR helicopter-X),3.9
451,((((((object AND color-X) OR object OR object) CLOSE TO color-X) AND color) OR scene OR object-X OR object) CLOSE TO color),((((((tree AND brown-c-X) OR bush OR field) CLOSE TO brown-c-X) AND brown-c) OR ski resort-s OR semidesert ground-X OR embankment) CLOSE TO brown-c),4.3
452,((object-X OR scene OR object-X OR object-X OR object-X OR object-X OR object) AND NOT object-X),((ice-X OR crevasse-s OR iceberg-X OR water tower-X OR chimney-X OR control tower-X OR dome) AND NOT windowpane-X),4.2
453,((((object OR object) AND NOT scene) OR part-X) AND NOT object),((((car OR van) AND NOT building facade-s) OR windshield-X) AND NOT truck),6.1
454,(((object OR object OR scene OR scene OR scene OR part-X) CLOSE TO ((color-X OR color) AND NOT color)) OR object),(((curtain OR skyscraper OR ski slope-s OR throne room-s OR forest-needleleaf-s OR trunk-X) CLOSE TO ((black-c-X OR red-c) AND NOT black-c)) OR lockers),3.9
455,((((((object-X CLOSE TO object) AND scene) OR object-X OR scene OR object-X) CLOSE TO (object OR object)) OR object) AND NOT object),((((((car-X CLOSE TO building) AND street-s) OR scaffolding-X OR pagoda-s OR viaduct-X) CLOSE TO (road OR person)) OR temple) AND NOT person),5.1
456,((((((object-X OR object) CLOSE object-X) OR object) CLOSE TO ((object OR object) AND NOT (object-X OR object-X))) OR object) CLOSE TO object-X),((((((stove-X OR work surface) CLOSE wall-X) OR washer) CLOSE TO ((cabinet OR washer) AND NOT (work surface-X OR wall-X))) OR washing machines) CLOSE TO wall-X),6.8
457,((object-X AND object-X) OR scene OR object-X OR object-X OR object-X OR object-X OR object OR object-X OR object),((field-X AND sky-X) OR cloister-indoor-s OR water tower-X OR viaduct-X OR windmill-X OR semidesert ground-X OR aqueduct OR desert-X OR animal),4.0
458,((((object-X OR object-X OR object-X OR object) AND NOT scene) OR object-X OR object OR object-X OR object-X) AND NOT object),((((sea-X OR bridge-X OR river-X OR hovel) AND NOT beach-s) OR lake-X OR covered bridge OR rubbish-X OR pond-X) AND NOT sea),3.8
459,(((object-X OR object-X OR object-X OR object-X OR object-X) AND NOT object-X) OR object),(((bridge-X OR aqueduct-X OR dam-X OR viaduct-X OR acropolis-X) AND NOT building-X) OR aqueduct),4.3
460,(((object-X OR object OR object-X OR scene) CLOSE (object-X OR scene)) OR object-X OR object-X OR object-X OR object-X),(((person-X OR truck OR car-X OR junkyard-s) CLOSE (earth-X OR sandbox-s)) OR shirt-X OR bulldozer-X OR caravan-X OR rubble-X),4.1
461,(object OR object OR object-X OR object-X OR object OR object OR object OR object),(tent OR greenhouse OR plaything-X OR pantry-X OR dome OR sandbox OR bandstand OR arcade machine),3.9
462,((((object-X OR scene) CLOSE (object-X OR object-X)) OR object-X OR object OR object-X) AND NOT (object OR scene OR object-X)),((((snow-X OR ski resort-s) CLOSE (building-X OR house-X)) OR ice-X OR iceberg OR ice rink-X) AND NOT (ice rink OR crevasse-s OR fence-X)),4.7
463,(((object OR object OR object-X) CLOSE TO (object-X OR object-X OR object OR object-X OR object OR scene)) OR object),(((grass OR central reservation OR pitch-X) CLOSE TO (road-X OR sidewalk-X OR path OR runway-X OR earth OR lighthouse-s)) OR roundabout),5.1
464,(((part-X OR object-X OR object) CLOSE ((object-X OR object) AND NOT (object OR object-X))) OR object),(((crosswalk-X OR runway-X OR court) CLOSE ((road-X OR earth) AND NOT (court OR person-X))) OR aircraft carrier),5.9
465,((object-X OR object-X OR object OR object-X OR object OR object) AND NOT (object-X OR object-X)),((toilet-X OR swivel chair-X OR tent OR canopy-X OR pillow OR bowl) AND NOT (table-X OR computer-X)),6.0
466,((((object OR object-X) CLOSE TO object-X) OR object OR scene OR object-X OR object-X OR object) CLOSE TO (color AND NOT object)),((((building OR building-X) CLOSE TO person-X) OR grandstand OR rope bridge-s OR controls-X OR terraces-X OR instrument panel) CLOSE TO (grey-c AND NOT controls)),3.8
467,((((((object-X OR scene) CLOSE TO color) OR object-X OR object-X OR object-X OR scene) AND NOT object-X) OR object) AND NOT scene),((((((swimming pool-X OR jacuzzi-indoor-s) CLOSE TO blue-c) OR pool-X OR hot tub-X OR swimming pool-X OR aquatic theater-s) AND NOT sea-X) OR baptismal font) AND NOT bathroom-s),5.6
468,(((object-X OR scene OR object-X OR object-X OR object OR object-X OR object OR object-X) AND NOT object) OR scene),(((net-X OR rope bridge-s OR ring-X OR grille door-X OR grill OR tennis court-X OR cage OR court-X) AND NOT court) OR volleyball court-outdoor-s),5.0
469,(((((object AND color-X) OR scene) CLOSE TO object-X) OR object-X OR object-X OR object-X OR object-X) WITH (color-X OR color)),(((((floor AND yellow-c-X) OR bowling alley-s) CLOSE TO floor-X) OR court-X OR bowling alley-X OR skittle alley-X OR tennis court-X) WITH (brown-c-X OR yellow-c)),4.5
470,((object OR object-X OR object OR object-X OR scene OR object) AND NOT (scene OR object-X)),((pool table OR television camera-X OR grand piano OR windmill-X OR auto mechanics-indoor-s OR ring) AND NOT (wrestling ring-indoor-s OR building-X)),3.6
471,(((((scene OR scene OR scene) AND NOT object) OR scene) CLOSE (object OR object-X)) OR object-X OR object-X OR object-X),(((((parking garage-indoor-s OR covered bridge-interior-s OR garage-indoor-s) AND NOT floor) OR mine-s) CLOSE (floor OR road-X)) OR bell-X OR machinery-X OR straw-X),4.1
472,((object AND color-X) OR object OR object-X OR object-X OR object OR object),((person AND white-c-X) OR fountain OR iceberg-X OR ice-X OR dome OR tent),3.7
473,(((((object-X AND NOT object) CLOSE object-X) OR object OR object-X) CLOSE TO ((object OR color-X) AND NOT (object-X OR color))) OR object),(((((cradle-X AND NOT wall) CLOSE wall-X) OR lake OR cradle-X) CLOSE TO ((wall OR blue-c-X) AND NOT (cradle-X OR blue-c))) OR windmill),4.7
474,(((object-X OR part-X OR object-X OR object OR object) AND NOT object-X) OR object OR object-X OR object OR object-X),(((cradle-X OR drawer-X OR lockers-X OR file cabinet OR grille door) AND NOT cabinet-X) OR box office OR tracks-X OR railroad train OR cradle-X),4.5
475,((object AND color-X) OR object-X OR scene OR object OR object OR scene OR scene OR object OR object),((mountain AND brown-c-X) OR acropolis-X OR hoodoo-s OR ruins OR badlands OR cloister-indoor-s OR cavern-indoor-s OR cliff OR aqueduct),4.3
476,(((object-X OR object-X OR object-X OR object) AND NOT part) CLOSE (object-X OR object OR object-X OR object OR object)),(((computer-X OR swivel chair-X OR laptop-X OR partition) AND NOT computer case) CLOSE (desk-X OR computer OR booth-X OR crt screen OR monitoring device)),5.8
477,(((((object AND NOT object-X) OR object) CLOSE object-X) OR part OR scene OR object) CLOSE TO ((object OR scene) AND NOT color-X)),(((((skyscraper AND NOT building-X) OR fountain) CLOSE building-X) OR windows OR quadrangle-s OR tower) CLOSE TO ((building OR tower-s) AND NOT white-c-X)),6.9
478,(((((object-X OR scene OR scene OR object) AND NOT object-X) OR scene) CLOSE (object-X OR object-X OR scene)) OR object),(((((seat-X OR cockpit-s OR pilothouse-indoor-s OR dashboard) AND NOT windowpane-X) OR subway interior-s) CLOSE (windowpane-X OR steering wheel-X OR airplane cabin-s)) OR bandstand),4.4
479,(object-X OR scene OR object OR scene OR object OR part-X OR part-X),(sofa-X OR airplane cabin-s OR stairway OR bus interior-s OR escalator OR seat cushion-X OR inside arm-X),4.6
480,(((object-X CLOSE object-X) OR object-X OR object-X OR scene OR object OR object-X OR object-X) CLOSE TO (object-X OR scene)),(((mountain-X CLOSE building-X) OR autobus-X OR boat-X OR slum-s OR windmill OR steam shovel-X OR ship-X) CLOSE TO (sky-X OR street-s)),4.3
481,((((((color-X AND object-X) CLOSE object) OR object-X OR object OR scene) AND NOT object) OR part) AND NOT (part-X OR object-X)),((((((green-c-X AND windowpane-X) CLOSE windowpane) OR dog-X OR bandstand OR herb garden-s) AND NOT plant) OR lower sash) AND NOT (pane-X OR double door-X)),4.3
482,((object-X OR object-X OR object-X OR object-X OR object) AND NOT scene),((swivel chair-X OR animal-X OR bullring-X OR silver screen-X OR horse) AND NOT auditorium-s),4.3
483,((object OR object OR object OR object) WITH ((((color-X OR color-X) AND NOT color-X) OR object-X) AND NOT (color OR object-X))),((water OR river OR pond OR lake) WITH ((((black-c-X OR green-c-X) AND NOT blue-c-X) OR earth-X) AND NOT (black-c OR rock-X))),6.7
484,(((((object-X CLOSE TO object) OR part OR object) CLOSE TO object) OR object OR object OR object OR object-X) AND NOT scene),(((((sofa-X CLOSE TO windowpane) OR back pillow OR cushion) CLOSE TO sofa) OR water tower OR chimney OR service station OR gas station-X) AND NOT lobby-s),5.4
485,((((((object CLOSE TO object) AND scene) AND NOT object-X) OR object) WITH (color-X AND NOT object-X)) CLOSE TO ((color AND NOT color-X) OR part)),((((((building CLOSE TO road) AND street-s) AND NOT car-X) OR covered bridge) WITH (black-c-X AND NOT car-X)) CLOSE TO ((grey-c AND NOT green-c-X) OR balcony)),5.0
486,(object-X OR object-X OR object OR object OR object),(pool table-X OR hot tub-X OR swimming pool OR pool OR aquarium),4.4
487,((((object-X OR object-X OR object OR object-X OR object-X) AND NOT scene) OR object-X OR scene) AND NOT (scene OR object-X)),((((grandstand-X OR stage-X OR bandstand OR terraces-X OR rubbish-X) AND NOT ice skating rink-indoor-s) OR ice rink-X OR stadium-baseball-s) AND NOT (conference center-s OR railing-X)),3.7
488,(object-X OR object-X OR object-X OR object OR object OR object-X OR object),(tent-X OR canopy-X OR bandstand-X OR big top OR water tower OR television camera-X OR dome),4.0
489,(((material-X OR object-X OR object-X OR object-X OR object OR object-X OR object-X) AND NOT object-X) OR object-X),(((food-X OR fruit-X OR bottle-X OR patty-X OR ball OR breads-X OR bread-X) AND NOT building-X) OR umbrella-X),4.9
490,(object-X OR object-X OR object-X),(pool table-X OR table tennis-X OR table football-X),5.9
491,((object OR object OR object-X OR object OR object-X OR object-X OR object OR object) AND NOT (object-X OR part)),((autobus OR truck OR tower-X OR caravan OR bulldozer-X OR windmill-X OR pillow OR van) AND NOT (car-X OR headboard)),4.2
492,(((object-X OR scene OR object-X OR scene OR scene OR scene) CLOSE TO ((color OR object-X) AND NOT object-X)) OR object-X),(((hovel-X OR cloister-indoor-s OR covered bridge-X OR cavern-indoor-s OR covered bridge-interior-s OR mine-s) CLOSE TO ((black-c OR floor-X) AND NOT ceiling-X)) OR niche-X),3.3
493,(object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object-X OR object OR object OR object),(animal-X OR skeleton-X OR sculpture-X OR elephant-X OR cow-X OR water tower-X OR horse-X OR bell OR windmill OR tower),3.8
494,(((object-X OR object OR object-X OR object-X OR object-X OR object OR object-X) AND NOT object) OR part-X),(((toilet-X OR washer OR plane-X OR machine-X OR stretcher-X OR bowl OR pier-X) AND NOT sink) OR water tank-X),3.9
495,((object-X OR object-X OR object OR object OR part-X OR object-X OR object OR object) AND NOT (object-X OR object)),((apparel-X OR shirt-X OR cradle OR greenhouse OR drawer-X OR jacket-X OR henhouse OR tent) AND NOT (box-X OR countertop)),4.4
496,(((((object-X OR object OR scene OR object) AND NOT object-X) OR object-X) AND NOT scene) OR object),(((((seat-X OR ball OR conference center-s OR fruit) AND NOT table-X) OR stalls-X) AND NOT bedroom-s) OR barrels),4.9
497,(((((scene OR object-X OR scene) AND NOT object-X) CLOSE object-X) OR object OR object OR object-X OR object-X) AND NOT object-X),(((((cockpit-s OR seat-X OR subway interior-s) AND NOT windowpane-X) CLOSE windowpane-X) OR plane OR bulldozer OR excavator-X OR windscreen-X) AND NOT table-X),4.4
498,((((scene OR scene OR scene) CLOSE TO object & object) AND NOT (object-X OR object-X OR object)) WITH (object-X AND NOT color-X)),((((corridor-s OR warehouse-indoor-s OR cathedral-indoor-s) CLOSE TO floor & wall) AND NOT (bench-X OR chair-X OR bookcase)) WITH (floor-X AND NOT yellow-c-X)),5.1
499,(object OR object OR part),(sofa OR cushion OR inside arm),6.4
500,(((object OR object-X OR object-X OR object-X OR object-X OR object-X OR object) AND NOT object) OR object OR object),(((seat OR gravestone-X OR chimney-X OR lighthouse-X OR water tower-X OR railway-X OR ruins) AND NOT seat) OR temple OR tower),4.4
501,((object-X OR object-X OR object-X OR object OR object OR object-X OR object OR object) AND NOT (object OR object)),((washer-X OR water tower-X OR windmill-X OR washing machines OR truck OR bowling alley-X OR tumble dryer OR railroad train) AND NOT (road OR field)),4.7
502,(object-X OR object OR object-X OR object OR object OR object OR object),(book-X OR bookcase OR shirt-X OR apparel OR jacket OR videos OR trouser),4.5
503,(((object-X CLOSE TO (object-X OR object-X OR object)) OR object OR object-X OR object) CLOSE TO object & object),(((wall-X CLOSE TO (work surface-X OR dishwasher-X OR oven)) OR sink OR countertop-X OR stove) CLOSE TO cabinet & wall),5.6
504,(((object-X OR object-X) CLOSE TO (object-X OR object)) OR object-X OR object-X OR object OR object OR object-X OR object),(((rock-X OR waterfall-X) CLOSE TO (tree-X OR waterfall)) OR rubbish-X OR elephant-X OR animal OR horse OR rubble-X OR desert),3.8
505,(((object OR object-X OR object-X OR object-X OR scene) AND NOT (part OR part)) OR object OR part-X OR object-X),(((bed OR hot tub-X OR bathtub-X OR sandbox-X OR bullring-s) AND NOT (footboard OR headboard)) OR sink OR wave-X OR playground-X),4.4
506,((object-X OR object-X OR object-X OR object-X OR scene OR object-X OR object OR part OR part-X) AND NOT object-X),((stage-X OR bandstand-X OR trade name-X OR altar-X OR bow window-outdoor-s OR text-X OR hovel OR shop window OR balcony-X) AND NOT house-X),3.8
507,((((((((object AND color-X) OR object-X) AND NOT part-X) OR object) CLOSE TO color) AND color) OR object-X OR scene) CLOSE TO color),((((((((building AND brown-c-X) OR village-X) AND NOT balcony-X) OR house) CLOSE TO brown-c) AND brown-c) OR village-X OR courthouse-s) CLOSE TO brown-c),4.4
508,(object-X OR object OR object OR object OR object OR object OR object OR object OR object OR object-X),(computer-X OR television OR stove OR microwave OR oven OR crt screen OR laptop OR autobus OR fireplace OR service station-X),6.5
509,(object-X OR scene OR scene OR object-X OR object OR object-X OR scene OR object OR object-X OR object),(rubbish-X OR medina-s OR slum-s OR rubble-X OR bell OR steam shovel-X OR junkyard-s OR shanties OR machinery-X OR bicycle),3.6
510,(((object-X OR object OR object OR object OR object OR object OR object OR object-X) AND NOT object-X) OR object),(((dam-X OR greenhouse OR waterfall OR dome OR chimney OR tank OR covered bridge OR grill-X) AND NOT mountain-X) OR aqueduct),4.1
511,((((object CLOSE TO object) WITH (color-X OR part-X)) OR part) CLOSE TO (((color-X OR object) AND NOT (color OR color)) OR object-X)),((((building CLOSE TO car) WITH (green-c-X OR windows-X)) OR windshield) CLOSE TO (((grey-c-X OR windowpane) AND NOT (black-c OR green-c)) OR plant-X)),5.1
